1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
327: Az udvar végén hatalmas tölcsér tátongott . # #
-udvar végén hatalmas
udvar udvar FN.gen
udvar udvar FN.gen
udvar udvar FN.gen
-hatalmas tölcsér tátongott
hatalmas hatalmas MN.none
hatalmas hatalmas MN.none
hatalmas hatalmas MN.none
-tölcsér tátongott .
tölcsér tölcsér FN.nom
tölcsér tölcsér FN.nom
tölcsér tölcsér FN.nom


328: Senki sem ismeri . # #
-Senki sem ismeri
Senki senki FN_NM.nom
Senki senki FN_NM.nom
Senki senki FN_NM.nom


329: Úgy jártunk , mint a mesebeli király , a mesebeli takácslegények és a mesebeli nép ... # #
-mesebeli király ,
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
mesebeli mesebeli MN.defnone
-király , a
király király FN.nom
király király FN.suff
király király FN.suff
-mesebeli takácslegények és
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
mesebeli mesebeli MN.defnone
-takácslegények és a
takácslegények takácslegény FN.PL.nom
takácslegények takácslegény FN.PL.suff
takácslegények takácslegény FN.PL.suff
-mesebeli nép ...
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
-nép ... #
nép nép FN.nom
nép nép FN.nom
nép nép FN.nom


330: Húsz év óta megtelt velük a padlásom . # #
-Húsz év óta
Húsz húsz SZN.none
Húsz húsz SZN.none
Húsz húsz SZN.none
-év óta megtelt
év év FN.none
év év FN.none
év év FN.none
-padlásom . #
padlásom padlás FN.PSe1.nom
padlásom padlás FN.PSe1.nom
padlásom padlás FN.PSe1.nom


331: - Nopritz_Andrea leeresztette szemhéját . # #
-Nopritz_Andrea leeresztette szemhéját
Nopritz_Andrea Andrea TULN.nom
Nopritz_Andrea Andrea TULN.nom
Nopritz_Andrea Andrea TULN.nom


332: Az előrelátást sem bízhatjuk Istenre . # #


333: Egy harminc év körüli asszony ült szemben velem . # #
-Egy harminc év
Egy egy SZN.none
Egy egy SZN.none
Egy egy SZN.none
-harminc év körüli
harminc harminc SZN.none
harminc harminc SZN.none
harminc harminc SZN.none
-év körüli asszony
év év FN.none
év év FN.none
év év FN.none
-körüli asszony ült
körüli körüli MN.none
körüli körüli MN.none
körüli körüli MN.none
-asszony ült szemben
asszony asszony FN.nom
asszony asszony FN.nom
asszony asszony FN.nom


334: A konyhában felcsendülő kellemes legényhang kicsábította a ház asszonyát meg a leányait . # #
-felcsendülő kellemes legényhang
felcsendülő felcsendül IK.IGE._OKEP.none
felcsendülő felcsendül IK.IGE._OKEP.defnone
felcsendülő felcsendül IK.IGE._OKEP.defnone
-kellemes legényhang kicsábította
kellemes kellemes MN.none
kellemes kellemes MN.none
kellemes kellemes MN.none
-legényhang kicsábította a
legényhang legényhang FN.nom
legényhang legényhang FN.nom
legényhang legényhang FN.nom
-ház asszonyát meg
ház ház FN.gen
ház ház FN.gen
ház ház FN.gen


335: - Pár pofonra mindenképp számítson . # #
-Pár pofonra mindenképp
Pár pár SZN.none
Pár pár SZN.none
Pár pár SZN.none


336: A cigánylány mindig elsőnek érkezett . # #
-cigánylány mindig elsőnek
cigánylány cigánylány FN.nom
cigánylány cigánylány FN.suff
cigánylány cigánylány FN.suff


337: - Mit ? - kérdi a lány . # #
-lány . #
lány lány FN.nom
lány lány FN.nom
lány lány FN.nom


338: - Hétkor ? - kérdezte Mirko . # #
-Hétkor ? -
Hétkor hétkor FN.postag_error
Hétkor hétkor FN.postag_error
Hétkor hétkor FN.suff
-Mirko . #
Mirko Mirko TULN.nom
Mirko Mirko TULN.nom
Mirko Mirko TULN.nom


339: S kibontakozott a migráció második fázisa : a városba menés , költözés . # #
-migráció második fázisa
migráció migráció FN.gen
migráció migráció FN.gen
migráció migráció FN.gen
-második fázisa :
második második MN.none
második második MN.none
második második MN.defnone
-fázisa : a
fázisa fázis FN.PSe3.nom
fázisa fázis FN.PSe3.nom
fázisa fázis FN.PSe3.nom
-menés , költözés
menés menés FN.suff
menés menés FN.suff
menés menés FN.suff
-költözés . #
költözés költözés FN.nom
költözés költözés FN.nom
költözés költözés FN.nom


340: A negyvenes évek végén s az ötvenes évek elején még a legnagyobb individuumok is elbizonytalanodtak . # #
-negyvenes évek végén
negyvenes negyvenes MN.none
negyvenes negyvenes MN.none
negyvenes negyvenes MN.defnone
-évek végén s
évek év FN.PL.gen
évek év FN.PL.gen
évek év FN.PL.gen
-ötvenes évek elején
ötvenes ötvenes MN.none
ötvenes ötvenes MN.none
ötvenes ötvenes MN.defnone
-évek elején még
évek év FN.PL.gen
évek év FN.PL.gen
évek év FN.PL.gen
-legnagyobb individuumok is
legnagyobb nagy FF.MN._FOK.none
legnagyobb nagy FF.MN._FOK.none
legnagyobb nagy FF.MN._FOK.none
-individuumok is elbizonytalanodtak
individuumok individuum FN.PL.nom
individuumok individuum FN.PL.nom
individuumok individuum FN.PL.nom


341: kérdezte Emilia . # #
-Emilia . #
Emilia Emilia TULN.nom
Emilia Emilia TULN.nom
Emilia Emilia TULN.nom


342: Inkább szorítsd össze a szád , így ! # #
-szád , így
szád szád FN.postag_error
szád szád FN.suff
szád szád FN.suff


343: Tökéletesen irányított horogütés válthat ki hasonló őrjöngést a nézőkből . # #
-irányított horogütés válthat
irányított irányít IGE._MIB.none
irányított irányít IGE._MIB.none
irányított irányít IGE._MIB.none
-horogütés válthat ki
horogütés horogütés FN.nom
horogütés horogütés FN.nom
horogütés horogütés FN.nom
-hasonló őrjöngést a
hasonló hasonló MN.none
hasonló hasonló MN.none
hasonló hasonló MN.none


344: aki bár szintén beleszagolt már Európa köldökébe # #
-aki bár szintén
aki aki FN_NM.nom
aki aki FN_NM.nom
aki aki FN_NM.nom
-Európa köldökébe #
Európa Európa TULN.gen
Európa Európa TULN.gen
Európa Európa TULN.gen


345: Én is szakítottam , # #
-Én is szakítottam
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom


346: A tó nádas ligetei közt , a gyönyörű folyosók labirintusában szokott kievezni kedvenc horgászhelyére . # #
-tó nádas ligetei
tó tó FN.gen
tó tó FN.gen
tó tó FN.gen
-nádas ligetei közt
nádas nádas MN.none
nádas nádas MN.none
nádas nádas MN.defnone
-ligetei közt ,
ligetei liget FN.PSe3i.none
ligetei liget FN.PSe3i.none
ligetei liget FN.PSe3i.none
-gyönyörű folyosók labirintusában
gyönyörű gyönyörű MN.none
gyönyörű gyönyörű MN.none
gyönyörű gyönyörű MN.defnone
-folyosók labirintusában szokott
folyosók folyosó FN.PL.gen
folyosók folyosó FN.PL.gen
folyosók folyosó FN.PL.gen
-kedvenc horgászhelyére .
kedvenc kedvenc MN.none
kedvenc kedvenc MN.none
kedvenc kedvenc MN.none


347: E tájba torpanás nélkül szakad bé a nyak , mintegy hazaér # #
-torpanás nélkül szakad
torpanás torpanás FN.none
torpanás torpanás FN.none
torpanás torpanás FN.none
-bé a nyak
bé bé FN.postag_error
bé bé FN.postag_error
bé bé FN.nom
-nyak , mintegy
nyak nyak FN.nom
nyak nyak FN.suff
nyak nyak FN.suff
-hazaér # #
hazaér hazaér FN.postag_error
hazaér hazaér FN.postag_error
hazaér hazaér FN.nom


348: Az embereket nem a holttá merevedett régmúlt , hanem a nagyváros szövevénye , a nappalok és éjszakák íze , az élet ritmusa , az életet meghatározó tényezők , a hogyan és miért : egyszóval a városok mai bizonyítványa érdekli inkább . # #
-merevedett régmúlt ,
merevedett merevedik IGE._MIB.none
merevedett merevedik IGE._MIB.none
merevedett merevedik IGE._MIB.defnone
-régmúlt , hanem
régmúlt régmúlt MN.nom
régmúlt régmúlt MN.defnone
régmúlt régmúlt MN.defnone
-nagyváros szövevénye ,
nagyváros nagyváros FN.gen
nagyváros nagyváros FN.gen
nagyváros nagyváros FN.gen
-szövevénye , a
szövevénye szövevény FN.PSe3.nom
szövevénye szövevény FN.PSe3.nom
szövevénye szövevény FN.PSe3.nom
-nappalok és éjszakák
nappalok nappal FN.PL.gen
nappalok nappal FN.PL.suff
nappalok nappal FN.PL.suff
-éjszakák íze ,
éjszakák éjszaka FN.PL.gen
éjszakák éjszaka FN.PL.gen
éjszakák éjszaka FN.PL.gen
-íze , az
íze íz FN.PSe3.nom
íze íz FN.PSe3.nom
íze íz FN.PSe3.nom
-élet ritmusa ,
élet élet FN.gen
élet élet FN.gen
élet élet FN.gen
-ritmusa , az
ritmusa ritmus FN.PSe3.nom
ritmusa ritmus FN.PSe3.nom
ritmusa ritmus FN.PSe3.nom
-meghatározó tényezők ,
meghatározó meghatároz IK.IGE._OKEP.none
meghatározó meghatároz IK.IGE._OKEP.defnone
meghatározó meghatároz IK.IGE._OKEP.defnone
-tényezők , a
tényezők tényező FN.PL.nom
tényezők tényező FN.PL.suff
tényezők tényező FN.PL.suff
-városok mai bizonyítványa
városok város FN.PL.gen
városok város FN.PL.gen
városok város FN.PL.gen
-mai bizonyítványa érdekli
mai mai MN.none
mai mai MN.none
mai mai MN.none
-bizonyítványa érdekli inkább
bizonyítványa bizonyítvány FN.PSe3.nom
bizonyítványa bizonyítvány FN.PSe3.nom
bizonyítványa bizonyítvány FN.PSe3.nom


349: - Nem értelek , Elvira ... # #
-Elvira ... #
Elvira Elvira TULN.vok
Elvira Elvira TULN.vok
Elvira Elvira TULN.nom


350: arra csak vigyáznak . # #


351: Ahogy a tükör megremeg . # #
-tükör megremeg .
tükör tükör FN.nom
tükör tükör FN.nom
tükör tükör FN.nom


352: Előttem Görög húzza magát . # #
-Görög húzza magát
Görög Görög TULN.nom
Görög Görög TULN.nom
Görög Görög TULN.nom


353: Vagy te fekszel középen , balról én , jobbról pedig Jane . # #
-te fekszel középen
te te FN_NM.e2.nom
te te FN_NM.e2.nom
te te FN_NM.e2.nom
-én , jobbról
én én FN_NM.e1.nom
én én FN_NM.e1.nom
én én FN_NM.e1.suff
-Jane . #
Jane Jane TULN.nom
Jane Jane TULN.nom
Jane Jane TULN.nom


354: Folytatódik a mozaik isten-anya fiatalsága . # #
-mozaik isten-anya fiatalsága
mozaik mozaik FN.suff
mozaik mozaik FN.suff
mozaik mozaik FN.suff
-isten-anya fiatalsága .
isten-anya isten-anya FN.gen
isten-anya isten-anya FN.gen
isten-anya isten-anya FN.gen
-fiatalsága . #
fiatalsága fiatalság FN.PSe3.nom
fiatalsága fiatalság FN.PSe3.nom
fiatalsága fiatalság FN.PSe3.nom


355: - A mesebeli királyok is elhalnak . # #
-mesebeli királyok is
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
mesebeli mesebeli MN.none
-királyok is elhalnak
királyok király FN.PL.nom
királyok király FN.PL.nom
királyok király FN.PL.nom


356: Gondolatai Oboray_Miklós körül jártak . # #
-Gondolatai Oboray_Miklós körül
Gondolatai gondolat FN.PSe3i.nom
Gondolatai gondolat FN.PSe3i.nom
Gondolatai gondolat FN.PSe3i.nom
-Oboray_Miklós körül jártak
Oboray_Miklós Miklós TULN.none
Oboray_Miklós Miklós TULN.none
Oboray_Miklós Miklós TULN.none


357: A rendelkezésre álló kellékekből kedvük szerint válogathatnak . # #
-álló kellékekből kedvük
álló áll IGE._OKEP.none
álló áll IGE._OKEP.defnone
álló áll IGE._OKEP.defnone
-kedvük szerint válogathatnak
kedvük kedv FN.PSt3.none
kedvük kedv FN.PSt3.none
kedvük kedv FN.PSt3.none


358: Engem is megöregítettek a napok ... # #
-napok ... #
napok nap FN.PL.nom
napok nap FN.PL.nom
napok nap FN.PL.nom


359: a helyét beépítették # #


360: Tisztaságod erőterébe növényi-tisztán jutni be , megállítanom az időt milyen sebesség kellene ? # #
-Tisztaságod erőterébe növényi-tisztán
Tisztaságod tisztaság FN.PSe2.gen
Tisztaságod tisztaság FN.PSe2.gen
Tisztaságod tisztaság FN.PSe2.gen
-milyen sebesség kellene
milyen milyen|amilyen MN_NM.none|MN_NM.none
milyen milyen|amilyen MN_NM.none|MN_NM.none
milyen milyen|amilyen MN_NM.none|MN_NM.none
-sebesség kellene ?
sebesség sebesség FN.nom
sebesség sebesség FN.nom
sebesség sebesség FN.nom


361: Valami öt vagy hat napon keresztül fenyegettek . # #
-öt vagy hat
öt öt SZN.defnone
öt öt SZN.defnone
öt öt SZN.defnone
-hat napon keresztül
hat hat SZN.none
hat hat SZN.none
hat hat SZN.none


362: El se kezdődött , csak elmúlt . # #
-elmúlt . #
elmúlt elmúlik IK.IGE._MIB.postag_error
elmúlt elmúlik IK.IGE._MIB.postag_error
elmúlt elmúlik IK.IGE._MIB.nom


363: A meglepetés első pillanatai után próbáltam józanul fontolóra venni a helyzetet . # #
-meglepetés első pillanatai
meglepetés meglepetés FN.gen
meglepetés meglepetés FN.gen
meglepetés meglepetés FN.gen
-első pillanatai után
első első MN.none
első első MN.none
első első MN.defnone
-pillanatai után próbáltam
pillanatai pillanat FN.PSe3i.none
pillanatai pillanat FN.PSe3i.none
pillanatai pillanat FN.PSe3i.none


364: A diadalt valamennyiben megnehezítette az ellenfél buzdítására kivezényelt egyenruhás közönség . # #
-ellenfél buzdítására kivezényelt
ellenfél ellenfél FN.gen
ellenfél ellenfél FN.gen
ellenfél ellenfél FN.gen
-kivezényelt egyenruhás közönség
kivezényelt kivezényel IK.IGE._MIB.none
kivezényelt kivezényel IK.IGE._MIB.defnone
kivezényelt kivezényel IK.IGE._MIB.defnone
-egyenruhás közönség .
egyenruhás egyenruhás MN.none
egyenruhás egyenruhás MN.none
egyenruhás egyenruhás MN.none
-közönség . #
közönség közönség FN.nom
közönség közönség FN.nom
közönség közönség FN.nom


365: Éppen csak ez hiányzik a kányáknak ! # #
-ez hiányzik a
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom


366: Ugyanott látott napvilágot 1853-ban a Cigánynyelv_lemei című dolgozata . # #
-Cigánynyelv_lemei című dolgozata
Cigánynyelv_lemei Cigánynyelv_elem TULN.PSe3i.none
Cigánynyelv_lemei Cigánynyelv_elem TULN.PSe3i.none
Cigánynyelv_lemei Cigánynyelv_elem TULN.PSe3i.none
-című dolgozata .
című című MN.none
című című MN.none
című című MN.none
-dolgozata . #
dolgozata dolgozat FN.PSe3.nom
dolgozata dolgozat FN.PSe3.nom
dolgozata dolgozat FN.PSe3.nom


367: Rohanás közben zokogni kezdett . # #
-Rohanás közben zokogni
Rohanás rohanás FN.none
Rohanás rohanás FN.none
Rohanás rohanás FN.none


368: Legalább Susy iránti tiszteletből jelképesen verekedj meg velem . # #
-Susy iránti tiszteletből
Susy Susy TULN.none
Susy Susy TULN.none
Susy Susy TULN.none
-iránti tiszteletből jelképesen
iránti iránti MN.none
iránti iránti MN.none
iránti iránti MN.defnone


369: Féregéletük és -vágyaik tüzesítették meg idegeimet # #
-Féregéletük és -vágyaik
Féregéletük féregélet FN.PSt3.nom
Féregéletük féregélet FN.PSt3.suff
Féregéletük féregélet FN.PSt3.suff
--vágyaik tüzesítették meg
-vágyaik -vágy FN.PSt3i.postag_error
-vágyaik -vágy FN.PSt3i.postag_error
-vágyaik -vágy FN.PSt3i.nom


370. Azt írtad ekkortájt # #


371: A Harcsa-szántáson keresztül a mai Duna_Építő_Vállalat lerakatának határáig húzódik a csatorna , # #
-mai Duna_Építő_Vállalat lerakatának
mai mai MN.none
mai mai MN.none
mai mai MN.defnone
-Duna_Építő_Vállalat lerakatának határáig
Duna_Építő_Vállalat vállalat TULN.gen
Duna_Építő_Vállalat vállalat TULN.gen
Duna_Építő_Vállalat vállalat TULN.gen
-csatorna , #
csatorna csatorna FN.nom
csatorna csatorna FN.nom
csatorna csatorna FN.nom


372: ha egyszer a Teljes Időt kellene fölfognunk ? # #
-Teljes Időt kellene
Teljes teljes MN.none
Teljes teljes MN.none
Teljes teljes MN.none


373: Egy rövid perc sok bűnért kárhoztathatja az embert . # #
-Egy rövid perc
Egy egy SZN.none
Egy egy SZN.none
Egy egy SZN.none
-rövid perc sok
rövid rövid MN.none
rövid rövid MN.none
rövid rövid MN.defnone
-perc sok bűnért
perc perc FN.nom
perc perc FN.suff
perc perc FN.suff
-sok bűnért kárhoztathatja
sok sok SZN.none
sok sok SZN.none
sok sok SZN.none


374: A javítások előtt vagy után ilyenolyan nyomtatványok kerültek elő , természetesen . # #
-javítások előtt vagy
javítások javítás FN.PL.none
javítások javítás FN.PL.none
javítások javítás FN.PL.none
-nyomtatványok kerültek elő
nyomtatványok nyomtatvány FN.PL.nom
nyomtatványok nyomtatvány FN.PL.nom
nyomtatványok nyomtatvány FN.PL.nom


375: Kazinczy kihívására neki is elő kell adni családját . # #
-Kazinczy kihívására neki
Kazinczy Kazinczy FN.gen
Kazinczy Kazinczy FN.gen
Kazinczy Kazinczy FN.gen


376: Járd mëg dőre # #
-dőre # #
dőre dőre MN.vok
dőre dőre MN.vok
dőre dőre MN.defnone


377: ( Egy mesét elemeztetek . # #
-Egy mesét elemeztetek
Egy egy SZN.none
Egy egy SZN.none
Egy egy SZN.none


378: Pillanatokon belül rálelt , majd ráállt gitárjával dallamaink hullámhosszára . # #
-ráállt gitárjával dallamaink
ráállt rááll IK.IGE._MIB.postag_error
ráállt rááll IK.IGE._MIB.postag_error
ráállt rááll IK.IGE._MIB.defnone
-dallamaink hullámhosszára .
dallamaink dallam FN.PSt1i.gen
dallamaink dallam FN.PSt1i.gen
dallamaink dallam FN.PSt1i.gen


379: kérdezte jóindulatú csodálkozással . # #
-jóindulatú csodálkozással .
jóindulatú jóindulatú MN.none
jóindulatú jóindulatú MN.none
jóindulatú jóindulatú MN.none


380: Rabuzint az éjjel elvitték . # #


381: A lucázó fiúknak természetesen mindenütt örültek a házak lakói . # #
-lucázó fiúknak természetesen
lucázó lucázó MN.none
lucázó lucázó MN.defnone
lucázó lucázó MN.defnone
-házak lakói .
házak ház FN.PL.gen
házak ház FN.PL.gen
házak ház FN.PL.gen
-lakói . #
lakói lakó FN.PSe3i.nom
lakói lakó FN.PSe3i.nom
lakói lakó FN.PSe3i.nom


382: Óvatosan kell bánni a megbotránkoztatással # #


383: Elégedetten nézte az afrikai futóversenyt . # #
-afrikai futóversenyt .
afrikai afrikai MN.none
afrikai afrikai MN.none
afrikai afrikai MN.none


384: Minden országnak megvan a maga címere . # #
-maga címere .
maga maga FN_NM.e3.gen
maga maga FN_NM.e3.gen
maga maga FN_NM.e3.gen
-címere . #
címere címer FN.PSe3.nom
címere címer FN.PSe3.nom
címere címer FN.PSe3.nom


385: S ez a lírai állapot elsősorban mégiscsak a vershez kötődik . # #
-ez a lírai
ez ez DET_NM.nom
ez ez DET_NM.nom
ez ez DET_NM.nom
-lírai állapot elsősorban
lírai lírai MN.none
lírai lírai MN.none
lírai lírai MN.defnone
-állapot elsősorban mégiscsak
állapot állapot FN.nom
állapot állapot FN.suff
állapot állapot FN.suff


386: Az elmúlt századok klasszikusai mellé felsorakoztatta a 20. század kiemelkedő irodalmi egyéniségeit is . # #
